superkingdom,phylum,class,order,family,genus,species,year,status,reference
Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriales Family XIII. Incertae Sedis,Mogibacterium,vescum,2000,putative,"Nakazawa, Futoshi, et al. ""Description of Mogibacterium pumilum gen. nov., sp. nov. and Mogibacterium vescum gen. nov., sp. nov., and reclassification of Eubacterium timidum (Holdeman et al. 1980) as Mogibacterium timidum gen. nov., comb. nov."" International journal of systematic and evolutionary microbiology 50.2 (2000): 679-688."
Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,elephantis,2000,established,"Potters, Danielle, et al. ""Recovery of Mycobacterium elephantis from sputum of a patient in Belgium."" Journal of clinical microbiology 41.3 (2003): 1344-1344."
Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,kubicae,2000,putative,"Floyd, Margaret M., et al. ""Mycobacterium kubicae sp. nov., a slowly growing, scotochromogenic Mycobacterium."" International journal of systematic and evolutionary microbiology 50.5 (2000): 1811-1816."
Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,septicum,2000,established,"Schinsky, Mark F., et al. ""Mycobacterium septicum sp. nov., a new rapidly growing species associated with catheter-related bacteraemia."" International Journal of Systematic and Evolutionary Microbiology 50.2 (2000): 575-581."
Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Nocardia,abscessus,2000,established,"Yassin, A. F., et al. ""Nocardia abscessus sp. nov."" International journal of systematic and evolutionary microbiology 50.4 (2000): 1487-1493."
Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Nocardia,paucivorans,2000,established,"Yassin, A. F., et al. ""Nocardia paucivorans sp. nov."" International journal of systematic and evolutionary microbiology 50.2 (2000): 803-809."
Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Brucellaceae,Ochrobactrum,tritici,2000,putative,"Hong, Duck Jin, et al. ""First case report of human infection with Ochrobactrum tritici causing bacteremia and cholecystitis."" Annals of laboratory medicine 36.3 (2016): 278-280."
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,pulmonicola,2000,established,"Coenye, Tom, et al. ""Description of Pandoraea gen. nov. with Pandoraea apista sp. nov., Pandoraea pulmonicola sp. nov., Pandoraea pnomenusa sp. nov., Pandoraea sputorum sp. nov. and Pandoraea norimbergensis comb. nov."" International journal of systematic and evolutionary microbiology 50.2 (2000): 887-899."
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,apista,2000,established,"Coenye, Tom, et al. ""Description of Pandoraea gen. nov. with Pandoraea apista sp. nov., Pandoraea pulmonicola sp. nov., Pandoraea pnomenusa sp. nov., Pandoraea sputorum sp. nov. and Pandoraea norimbergensis comb. nov."" International journal of systematic and evolutionary microbiology 50.2 (2000): 887-899."
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,pnomenusa,2000,established,"Coenye, Tom, et al. ""Description of Pandoraea gen. nov. with Pandoraea apista sp. nov., Pandoraea pulmonicola sp. nov., Pandoraea pnomenusa sp. nov., Pandoraea sputorum sp. nov. and Pandoraea norimbergensis comb. nov."" International journal of systematic and evolutionary microbiology 50.2 (2000): 887-899."
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,sputorum,2000,established,"Coenye, Tom, et al. ""Description of Pandoraea gen. nov. with Pandoraea apista sp. nov., Pandoraea pulmonicola sp. nov., Pandoraea pnomenusa sp. nov., Pandoraea sputorum sp. nov. and Pandoraea norimbergensis comb. nov."" International journal of systematic and evolutionary microbiology 50.2 (2000): 887-899."
Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Solobacterium,moorei,2000,established,"Pedersen, Rune Micha, Hanne Marie Holt, and Ulrik Stenz Justesen. ""Solobacterium moorei bacteremia: identification, antimicrobial susceptibility, and clinical characteristics."" Journal of clinical microbiology 49.7 (2011): 2766-2768."
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,infantarius,2000,established,"Schlegel, Laurent, et al. ""Streptococcus infantarius sp. nov., Streptococcus infantarius subsp. infantarius subsp. nov. and Streptococcus infantarius subsp. coli subsp. nov., isolated from humans and food."" International journal of systematic and evolutionary microbiology 50.4 (2000): 1425-1434."
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,urinalis,2000,putative,"Peltroche-Llacsahuanga, Heidrun, Björn Frye, and Gerhard Haase. ""Isolation of Streptococcus urinalis from a human blood culture."" Journal of medical microbiology 61.5 (2012): 740-742."
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter,indonesiensis,2001,established,"Bittar, Fadi, et al. ""Acetobacter indonesiensis pneumonia after lung transplant."" Emerging infectious diseases 14.6 (2008): 997."
Bacteria,Proteobacteria,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,schindleri,2001,established,"Nemec, Alexandr, et al. ""Acinetobacter ursingii sp. nov. and Acinetobacter schindleri sp. nov., isolated from human clinical specimens."" International journal of systematic and evolutionary microbiology 51.5 (2001): 1891-1899."
Bacteria,Proteobacteria,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,ursingii,2001,established,"Nemec, Alexandr, et al. ""Acinetobacter ursingii sp. nov. and Acinetobacter schindleri sp. nov., isolated from human clinical specimens."" International journal of systematic and evolutionary microbiology 51.5 (2001): 1891-1899."
Bacteria,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinomyces,funkei,2001,established,"Lawson, Paul A., et al. ""Actinomyces funkei sp. nov., isolated from human clinical specimens."" International journal of systematic and evolutionary microbiology 51.3 (2001): 853-855."
Bacteria,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinomyces,radicidentis,2001,putative,"Collins, Matthew D., et al. ""Characterization of Actinomyces isolates from infected root canals of teeth: description of Actinomyces radicidentis sp. nov."" Journal of Clinical Microbiology 38.9 (2000): 3399-3403."
Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus,sanguicola,2001,established,"Senneby, Erik, et al. ""Bacteremia with Aerococcus sanguinicola: case series with characterization of virulence properties."" Open forum infectious diseases. Vol. 1. No. 1. Oxford University Press, 2014."
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Anaplasma,platys,2001,putative,"Arraga-Alvarado, Cruz M., et al. ""Case report: molecular evidence of Anaplasma platys infection in two women from Venezuela."" The American journal of tropical medicine and hygiene 91.6 (2014): 1161."
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,petrii,2001,established,"Fry, Norman K., et al. ""Bordetella petrii clinical isolate."" Emerging infectious diseases 11.7 (2005): 1131."
Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Brevibacteriaceae,Brevibacterium,paucivorans,2001,putative,"Wauters, Georges, et al. ""Brevibacterium paucivorans sp. nov., from human clinical specimens."" International journal of systematic and evolutionary microbiology 51.5 (2001): 1703-1707."
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,ambifaria,2001,established,"Coenye, Tom, et al. ""Burkholderia ambifaria sp. nov., a novel member of the Burkholderia cepacia complex including biocontrol and cystic fibrosis-related isolates."" International Journal of Systematic and Evolutionary Microbiology 51.4 (2001): 1481-1490."
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,fungorum,2001,established,"Coenye, Tom, et al. ""Burkholderia fungorum sp. nov. and Burkholderia caledonica sp. nov., two new species isolated from the environment, animals and human clinical samples."" International Journal of Systematic and Evolutionary Microbiology 51.3 (2001): 1099-1107."
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,hominis,2001,putative,"Linscott, Andrea J., et al. ""Fatal septicemia due to Clostridium hathewayi and Campylobacter hominis."" Anaerobe 11.1-2 (2005): 97-98."
Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Corynebacteriaceae,Corynebacterium,freneyi,2001,putative,"Renaud, F. N., et al. ""Corynebacterium freneyi sp. nov., alpha-glucosidase-positive strains related to Corynebacterium xerosis."" International journal of systematic and evolutionary microbiology 51.5 (2001): 1723-1728."
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,metallidurans,2001,putative,"Langevin, Stéphanie, et al. ""First case of invasive human infection caused by Cupriavidus metallidurans."" Journal of clinical microbiology 49.2 (2011): 744-745."
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfomicrobiaceae,Desulfomicrobium,orale,2001,putative,"Langendijk, P. S., et al. ""Isolation of Desulfomicrobium orale sp. nov. and Desulfovibrio strain NY682, oral sulfate-reducing bacteria involved in human periodontal disease."" International Journal of Systematic and Evolutionary Microbiology 51.3 (2001): 1035-1044."
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,winghamensis ,2001,established,"Melito, P. L., et al. ""Helicobacter winghamensis sp. nov., a novel Helicobacter sp. isolated from patients with gastroenteritis."" Journal of clinical microbiology 39.7 (2001): 2412-2417."
Bacteria,Proteobacteria,Gammaproteobacteria,Lysobacterales,not assigned to family,Ignatzschineria,larvae,2001,putative,"DiFranza, Lanny T., et al. ""The Brief Case: A Maggot Mystery—Ignatzschineria larvae Sepsis Secondary to an Infested Wound."" Journal of clinical microbiology 59.3 (2021): e02279-20."
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kosakonia,cowanii,2001,established,"Berinson, Benjamin, et al. ""Identification of Kosakonia cowanii as a rare cause of acute cholecystitis: case report and review of the literature."" BMC infectious diseases 20 (2020): 1-4."
Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,doricum,2001,putative,"Tortoli, Enrico, et al. ""Mycobacterium doricum sp. nov."" International journal of systematic and evolutionary microbiology 51.6 (2001): 2007-2012."
Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,heckeshornense,2001,established,"Roth, Andreas, et al. ""Mycobacterium heckeshornense sp. nov., a new pathogenic slowly growing Mycobacterium sp. causing cavitary lung disease in an immunocompetent patient."" Journal of clinical microbiology 38.11 (2000): 4102-4107."
Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,immunogenum,2001,established,"Wilson, Rebecca W., et al. ""Mycobacterium immunogenum sp. nov., a novel species related to Mycobacterium abscessus and associated with clinical disease, pseudo-outbreaks and contaminated metalworking fluids: an international cooperative study on mycobacterial taxonomy."" International Journal of Systematic and Evolutionary Microbiology 51.5 (2001): 1751-1764."
Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Nocardia,beijingensis,2001,established,"Sheikh-Taha, Marwan, and Lourdes C. Corman. ""Pulmonary Nocardia beijingensis infection associated with the use of alemtuzumab in a patient with multiple sclerosis."" Multiple Sclerosis Journal 23.6 (2017): 872-874."
Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Nocardia,africana,2001,established,"Hamid, Mohamed E., et al. ""Nocardia africana sp. nov., a new pathogen isolated from patients with pulmonary infections."" Journal of clinical microbiology 39.2 (2001): 625-630."
Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Nocardia,cyriacigeorgici,2001,established,"Yassin, A. F., F. A. Rainey, and U. Steiner. ""Nocardia cyriacigeorgici sp. nov.."" International journal of systematic and evolutionary microbiology 51.4 (2001): 1419-1423."
Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Nocardia,ignorata,2001,established,"Yassin, A. F., F. A. Rainey, and U. Steiner. ""Nocardia ignorata sp. nov."" International journal of systematic and evolutionary microbiology 51.6 (2001): 2127-2131."
Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Nocardia,veterana,2001,established,"Gürtler, Volker, et al. ""Nocardia veterana sp. nov., isolated from human bronchial lavage."" International journal of systematic and evolutionary microbiology 51.3 (2001): 933-936."
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,andersonii,2001,established,"Han, Xiang Y., et al. ""Pulmonary granuloma caused by Pseudomonas andersonii sp nov."" American journal of clinical pathology 116.3 (2001): 347-353."
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,mannitolytica,2001,established,"Vaneechoutte, Mario, et al. ""One case each of recurrent meningitis and hemoperitoneum infection with Ralstonia mannitolilytica."" Journal of clinical microbiology 39.12 (2001): 4588-4590."
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,felis,2001,established,Taylor et al
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,koreensis,2001,established,"Marbjerg, Lis H., Shahin Gaini, and Ulrik S. Justesen. ""First report of Sphingomonas koreensis as a human pathogen in a patient with meningitis."" Journal of clinical microbiology 53.3 (2015): 1028-1030."
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,australis,2001,putative,"Willcox, M. D., H. Zhu, and K. W. Knox. ""Streptococcus australis sp. nov., a novel oral streptococcus."" International journal of systematic and evolutionary microbiology 51.4 (2001): 1277-1281."
Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,parvum,2001,established,"Wyss, C., et al. ""Treponema parvum sp. nov., a small, glucoronic or galacturonic acid-dependent oral spirochaete from lesions of human periodontitis and acute necrotizing ulcerative gingivitis."" International journal of systematic and evolutionary microbiology 51.3 (2001): 955-962."
Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Tropherymataceae,Tropheryma,whipplei,2001,established,"Fenollar, Florence, et al. ""Tropheryma whipplei endocarditis."" Emerging infectious diseases 19.11 (2013): 1721."
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter,cibinongensis,2002,putative,"Gouby, Anne, et al. ""Acetobacter cibinongensis bacteremia in human."" Emerging infectious diseases 13.5 (2007): 784."
Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,dhakensis,2002,established,"Chang, Hsu-Liang, et al. ""Two fatal cases of Aeromonas dhakensis bacteremia and necrotizing fasciitis in severe dengue patients."" Journal of microbiology, immunology, and infection= Wei mian yu gan ran za zhi 51.5 (2018): 692-694."
Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Anaeroglobus,geminatus,2002,putative,"Carlier, Jean-Philippe, et al. ""Anaeroglobus geminatus gen. nov., sp. nov., a novel member of the family Veillonellaceae."" International journal of systematic and evolutionary microbiology 52.3 (2002): 983-986."
Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerostipes,caccae,2002,established,"Workneh, Meklit, et al. ""Bypass graft infection and bacteremia caused by Anaerostipes caccae: First report of human infection caused by a recently described gut anaerobe."" Anaerobe 42 (2016): 98-100."
Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,scardovii,2002,established,"Hoyles, Lesley, et al. ""Bifidobacterium scardovii sp. nov., from human sources."" International Journal of Systematic and Evolutionary Microbiology 52.3 (2002): 995-999."
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,anthina,2002,putative,"Vandamme, Peter, et al. ""Burkholderia anthina sp. nov. and Burkholderia pyrrocinia, two additional Burkholderia cepacia complex bacteria, may confound results of new molecular diagnostic tools."" FEMS Immunology & Medical Microbiology 33.2 (2002): 143-149."
Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Corynebacteriaceae,Corynebacterium,appendicis,2002,putative,"Yassin, A. F., U. Steiner, and W. Ludwig. ""Corynebacterium appendicis sp. nov."" International journal of systematic and evolutionary microbiology 52.4 (2002): 1165-1169."
Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Corynebacteriaceae,Corynebacterium,aurimucosum,2002,established,"Yassin, A. F., U. Steiner, and W. Ludwig. ""Corynebacterium aurimucosum sp. nov. and emended description of Corynebacterium minutissimum Collins and Jones (1983)."" International journal of systematic and evolutionary microbiology 52.3 (2002): 1001-1005."
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Dysgonomonas,mossii,2002,established,"Buya, Yoko, et al. ""First case report of bacteremia caused by Dysgonomonas mossii."" Anaerobe 54 (2018): 111-114."
Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,gilvus,2002,putative,"Tyrrell, Gregory J., et al. ""Enterococcus gilvus sp. nov. and Enterococcus pallens sp. nov. isolated from human clinical specimens."" Journal of clinical microbiology 40.4 (2002): 1140-1145."
Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,pallens,2002,putative,"Tyrrell, Gregory J., et al. ""Enterococcus gilvus sp. nov. and Enterococcus pallens sp. nov. isolated from human clinical specimens."" Journal of clinical microbiology 40.4 (2002): 1140-1145."
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,canadensis,2002,established,"Fox, James G., et al. ""Helicobacter canadensis sp. nov. isolated from humans with diarrhea as an example of an emerging pathogen."" Journal of Clinical Microbiology 38.7 (2000): 2546-2549."
Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Hungatella,hathewayi,2002,established,"Elsayed, Sameer, and Kunyan Zhang. ""Human infection caused by Clostridium hathewayi."" Emerging infectious diseases 10.11 (2004): 1950."
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Inquilinus,limosus,2002,established,"Coenye, Tom, et al. ""Characterization of unusual bacteria isolated from respiratory secretions of cystic fibrosis patients and description of Inquilinus limosus gen. nov., sp. nov."" Journal of clinical microbiology 40.6 (2002): 2062-2069."
Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Kytococcaceae,Kytococcus,schroeteri,2002,established,"Becker, Karsten, et al. ""Kytococcus schroeteri sp. nov., a novel Gram-positive actinobacterium isolated from a human clinical source."" International Journal of Systematic and Evolutionary Microbiology 52.5 (2002): 1609-1614."
Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Laribacter,hongkongensis,2002,established,"Yuen, Kwok-Yung, et al. ""Laribacter hongkongensis gen. nov., sp. nov., a novel gram-negative bacterium isolated from a cirrhotic patient with bacteremia and empyema."" Journal of clinical microbiology 39.12 (2001): 4227-4232."
Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,amnionii,2002,established,"De Martino, S. J., et al. ""Peripartum bacteremias due to Leptotrichia amnionii and Sneathia sanguinegens, rare causes of fever during and after delivery."" Journal of clinical microbiology 42.12 (2004): 5940-5943."
Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,trevisanii,2002,established,"Tee, W., et al. ""Bacteremia due to Leptotrichia trevisanii sp. nov."" European journal of clinical microbiology & infectious diseases 20.11 (2001): 765-769."
Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriales Family XIII. Incertae Sedis,Mogibacterium,diversum,2002,putative,"Nakazawa, Futoshi, et al. ""Taxonomic characterization of Mogibacterium diversum sp. nov. and Mogibacterium neglectum sp. nov., isolated from human oral cavities."" International journal of systematic and evolutionary microbiology 52.1 (2002): 115-122."
Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriales Family XIII. Incertae Sedis,Mogibacterium,neglectum,2002,putative,"Nakazawa, Futoshi, et al. ""Taxonomic characterization of Mogibacterium diversum sp. nov. and Mogibacterium neglectum sp. nov., isolated from human oral cavities."" International journal of systematic and evolutionary microbiology 52.1 (2002): 115-122."
Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,palustre,2002,putative,"Torkko, Pirjo, et al. ""Mycobacterium palustre sp. nov., a potentially pathogenic, slowly growing mycobacterium isolated from clinical and veterinary specimens and from Finnish stream waters."" International journal of systematic and evolutionary microbiology 52.5 (2002): 1519-1525."
Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,holsaticum,2002,putative,"Richter, Elvira, et al. ""Mycobacterium holsaticum sp. nov."" International journal of systematic and evolutionary microbiology 52.6 (2002): 1991-1996."
Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,lacus,2002,putative,"Turenne, Christine, et al. ""Mycobacterium lacus sp. nov., a novel slowly growing, non-chromogenic clinical isolate."" International journal of systematic and evolutionary microbiology 52.6 (2002): 2135-2140."
Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Nocardia,vinacea,2002,putative,"Luong, Minh-Son, et al. ""Pyoderma vegetans in a renal transplant recipient: first case of human infection with Nocardia vinacea."" Transplantation 87.12 (2009): 1898-1899."
Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,turicensis,2002,established,"Bosshard, Philipp P., Reinhard Zbinden, and Martin Altwegg. ""Paenibacillus turicensis sp. nov., a novel bacterium harbouring heterogeneities between 16S rRNA genes."" International Journal of Systematic and Evolutionary Microbiology 52.6 (2002): 2241-2249."
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,mosselii,2002,established,"Dabboussi, Fouad, et al. ""Pseudomonas mosselii sp. nov., a novel species isolated from clinical specimens."" International Journal of Systematic and Evolutionary Microbiology 52.2 (2002): 363-376."
Bacteria,Proteobacteria,Gammaproteobacteria,Moraxellales,Moraxellaceae,Psychrobacter,faecalis,2002,established,"Deschaght, Pieter, et al. ""Psychrobacter isolates of human origin, other than Psychrobacter phenylpyruvicus, are predominantly Psychrobacter faecalis and Psychrobacter pulmonis, with emended description of P. faecalis."" International journal of systematic and evolutionary microbiology 62.Pt_3 (2012): 671-674."
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,aeschlimannii ,2002,established,"Raoult, Didier, et al. ""First documented human Rickettsia aeschlimannii infection."" Emerging infectious diseases 8.7 (2002): 748."
Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Shuttleworthia,satelles,2002,established,"Downes, Julia, et al. ""Shuttleworthia satelles gen. nov., sp. nov., isolated from the human oral cavity."" International journal of systematic and evolutionary microbiology 52.5 (2002): 1469-1475."
Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Sneathia,sanguinegens,2002,established,"Collins, Matthew D., et al. ""Characterization of some Strains from Human Clinical Sources which resemble “Leptotrichia sanguinegens”: Description of Sneathia sanguinegens sp. nov., gen. nov."" Systematic and applied microbiology 24.3 (2001): 358-361."
Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,pettenkoferi ,2002,established,"Loïez, Caroline, et al. ""First case of osteomyelitis caused by “Staphylococcus pettenkoferi”."" Journal of clinical microbiology 45.3 (2007): 1069-1071."
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,gallinaceus,2002,putative,"Balm, Michelle ND, et al. ""Streptococcus gallinaceus bacteraemia in an abattoir worker presenting with a febrile illness."" Journal of medical microbiology 55.7 (2006): 957-959."
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,pasteurianus,2002,putative,"Alex, D., D. F. Garvin, and S. M. Peters. ""Streptococcus pasteurianus septicemia."" Indian journal of medical microbiology 31.3 (2013): 310."
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,sinensis,2002,established,"Woo, Patrick CY, et al. ""Streptococcus sinensis sp. nov., a novel species isolated from a patient with infective endocarditis."" Journal of Clinical Microbiology 40.3 (2002): 805-810."
Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Tsukamurellaceae,Tsukamurella,strandjordae,2002,putative,"Kattar, Mireille M., et al. ""Tsukamurella strandjordae sp. nov., a proposed new species causing sepsis."" Journal of clinical microbiology 39.4 (2001): 1467-1476."
Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Turicibacteraceae,Turicibacter,sanguinis,2002,putative,"Bosshard, Philipp P., Reinhard Zbinden, and Martin Altwegg. ""Turicibacter sanguinis gen. nov., sp. nov., a novel anaerobic, Gram-positive bacterium."" International journal of systematic and evolutionary microbiology 52.4 (2002): 1263-1266."
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,insolitus,2003,putative,"Coenye, Tom, et al. ""Achromobacter insolitus sp. nov. and Achromobacter spanius sp. nov., from human clinical samples."" International Journal of Systematic and Evolutionary Microbiology 53.6 (2003): 1819-1824."
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,spanius,2003,putative,"Coenye, Tom, et al. ""Achromobacter insolitus sp. nov. and Achromobacter spanius sp. nov., from human clinical samples."" International Journal of Systematic and Evolutionary Microbiology 53.6 (2003): 1819-1824."
Bacteria,Proteobacteria,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,parvus,2003,established,"Nemec, Alexandr, et al. ""Acinetobacter parvus sp. nov., a small-colony-forming species isolated from human clinical specimens."" International journal of systematic and evolutionary microbiology 53.5 (2003): 1563-1567."
Bacteria,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinobaculum,urinale,2003,established,"Hall, Val, et al. ""Actinobaculum urinale sp. nov., from human urine."" International Journal of Systematic and Evolutionary Microbiology 53.3 (2003): 679-682."
Bacteria,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinomyces,cardiffensis,2003,established,"Hall, Val, et al. ""Actinomyces cardiffensis sp. nov. from human clinical sources."" Journal of clinical microbiology 40.9 (2002): 3427-3431."
Bacteria,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinomyces,oricola,2003,putative,"Hall, Val, et al. ""Actinomyces oricola sp. nov., from a human dental abscess."" International journal of systematic and evolutionary microbiology 53.5 (2003): 1515-1518."
